role,icd_code,icd_version_inferred,chapter,diagnosis,patients
principal,K8062,ICD-10,Diseases of the digestive system,Calculus of gallbladder and bile duct with acute cholecystitis without obstruction,1
principal,K8070,ICD-10,Diseases of the digestive system,Calculus of gallbladder and bile duct without cholecystitis without obstruction,1
principal,K810,ICD-10,Diseases of the digestive system,Acute cholecystitis,1
principal,K819,ICD-10,Diseases of the digestive system,"Cholecystitis, unspecified",1
principal,K8309,ICD-10,Diseases of the digestive system,Other cholangitis,1
principal,K8520,ICD-10,Diseases of the digestive system,Alcohol induced acute pancreatitis without necrosis or infection,1
principal,K8581,ICD-10,Diseases of the digestive system,Other acute pancreatitis with uninfected necrosis,1
principal,K859,ICD-10,Diseases of the digestive system,"Acute pancreatitis, unspecified",1
principal,K9130,ICD-10,Diseases of the digestive system,"Postprocedural intestinal obstruction, unspecified as to partial versus complete",1
principal,K921,ICD-10,Diseases of the digestive system,Melena,1
principal,K9412,ICD-10,Diseases of the digestive system,Enterostomy infection,1
principal,5990,ICD-9,Diseases of the genitourinary system,"Urinary tract infection, site not specified",13
principal,5849,ICD-9,Diseases of the genitourinary system,"Acute kidney failure, unspecified",11
principal,5921,ICD-9,Diseases of the genitourinary system,Calculus of ureter,5
principal,5920,ICD-9,Diseases of the genitourinary system,Calculus of kidney,3
principal,5845,ICD-9,Diseases of the genitourinary system,Acute kidney failure with lesion of tubular necrosis,2
principal,60001,ICD-9,Diseases of the genitourinary system,Hypertrophy (benign) of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS),2
principal,6200,ICD-9,Diseases of the genitourinary system,Follicular cyst of ovary,2
principal,5934,ICD-9,Diseases of the genitourinary system,Other ureteric obstruction,1
principal,5961,ICD-9,Diseases of the genitourinary system,Intestinovesical fistula,1
principal,6010,ICD-9,Diseases of the genitourinary system,Acute prostatitis,1
principal,60490,ICD-9,Diseases of the genitourinary system,"Orchitis and epididymitis, unspecified",1
principal,6111,ICD-9,Diseases of the genitourinary system,Hypertrophy of breast,1
principal,6120,ICD-9,Diseases of the genitourinary system,Deformity of reconstructed breast,1
principal,6142,ICD-9,Diseases of the genitourinary system,"Salpingitis and oophoritis not specified as acute, subacute, or chronic",1
principal,61801,ICD-9,Diseases of the genitourinary system,"Cystocele, midline",1
principal,6185,ICD-9,Diseases of the genitourinary system,Prolapse of vaginal vault after hysterectomy,1
principal,61889,ICD-9,Diseases of the genitourinary system,Other specified genital prolapse,1
principal,6210,ICD-9,Diseases of the genitourinary system,Polyp of corpus uteri,1
principal,62135,ICD-9,Diseases of the genitourinary system,Endometrial intraepithelial neoplasia [EIN],1
principal,6253,ICD-9,Diseases of the genitourinary system,Dysmenorrhea,1
principal,6262,ICD-9,Diseases of the genitourinary system,Excessive or frequent menstruation,1
principal,N179,ICD-10,Diseases of the genitourinary system,"Acute kidney failure, unspecified",8
principal,N390,ICD-10,Diseases of the genitourinary system,"Urinary tract infection, site not specified",5
principal,N12,ICD-10,Diseases of the genitourinary system,"Tubulo-interstitial nephritis, not specified as acute or chronic",2
principal,N401,ICD-10,Diseases of the genitourinary system,Benign prostatic hyperplasia with lower urinary tract symptoms,2
principal,N048,ICD-10,Diseases of the genitourinary system,Nephrotic syndrome with other morphologic changes,1
principal,N132,ICD-10,Diseases of the genitourinary system,Hydronephrosis with renal and ureteral calculous obstruction,1
principal,N136,ICD-10,Diseases of the genitourinary system,Pyonephrosis,1
principal,N170,ICD-10,Diseases of the genitourinary system,Acute kidney failure with tubular necrosis,1
principal,N201,ICD-10,Diseases of the genitourinary system,Calculus of ureter,1
principal,N2889,ICD-10,Diseases of the genitourinary system,Other specified disorders of kidney and ureter,1
principal,N492,ICD-10,Diseases of the genitourinary system,Inflammatory disorders of scrotum,1
principal,N710,ICD-10,Diseases of the genitourinary system,Acute inflammatory disease of uterus,1
principal,N800,ICD-10,Diseases of the genitourinary system,Endometriosis of uterus,1
principal,N813,ICD-10,Diseases of the genitourinary system,Complete uterovaginal prolapse,1
principal,N920,ICD-10,Diseases of the genitourinary system,Excessive and frequent menstruation with regular cycle,1
principal,N99840,ICD-10,Diseases of the genitourinary system,Postprocedural hematoma of a genitourinary system organ or structure following a genitourinary system procedure,1
principal,M48062,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Spinal stenosis, lumbar region with neurogenic claudication",8
principal,M1711,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Unilateral primary osteoarthritis, right knee",7
principal,M4802,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Spinal stenosis, cervical region",7
principal,M1712,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Unilateral primary osteoarthritis, left knee",3
principal,M4712,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Other spondylosis with myelopathy, cervical region",3
principal,M1612,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Unilateral primary osteoarthritis, left hip",2
principal,M1651,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Unilateral post-traumatic osteoarthritis, right hip",2
principal,M179,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Osteoarthritis of knee, unspecified",2
principal,M4722,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Other spondylosis with radiculopathy, cervical region",2
principal,M48061,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Spinal stenosis, lumbar region without neurogenic claudication",2
principal,M5116,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Intervertebral disc disorders with radiculopathy, lumbar region",2
principal,M8008XA,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Age-related osteoporosis with current pathological fracture, vertebra(e), initial encounter for fracture",2
principal,M069,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Rheumatoid arthritis, unspecified",1
principal,M109,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",1
principal,M1611,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Unilateral primary osteoarthritis, right hip",1
principal,M272,ICD-10,Diseases of the musculoskeletal system and connective tissue,Inflammatory conditions of jaws,1
principal,M311,ICD-10,Diseases of the musculoskeletal system and connective tissue,Thrombotic microangiopathy,1
principal,M3213,ICD-10,Diseases of the musculoskeletal system and connective tissue,Lung involvement in systemic lupus erythematosus,1
principal,M3214,ICD-10,Diseases of the musculoskeletal system and connective tissue,Glomerular disease in systemic lupus erythematosus,1
principal,M4126,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Other idiopathic scoliosis, lumbar region",1
principal,M4316,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Spondylolisthesis, lumbar region",1
principal,M4622,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Osteomyelitis of vertebra, cervical region",1
principal,M50022,ICD-10,Diseases of the musculoskeletal system and connective tissue,Cervical disc disorder at C5-C6 level with myelopathy,1
principal,M5117,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Intervertebral disc disorders with radiculopathy, lumbosacral region",1
principal,M7981,ICD-10,Diseases of the musculoskeletal system and connective tissue,Nontraumatic hematoma of soft tissue,1
principal,M84551A,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Pathological fracture in neoplastic disease, right femur, initial encounter for fracture",1
principal,M87851,ICD-10,Diseases of the musculoskeletal system and connective tissue,"Other osteonecrosis, right femur",1
principal,71536,ICD-9,Diseases of the musculoskeletal system and connective tissue,"Osteoarthrosis, localized, not specified whether primary or secondary, lower leg",7
principal,71535,ICD-9,Diseases of the musculoskeletal system and connective tissue,"Osteoarthrosis, localized, not specified whether primary or secondary, pelvic region and thigh",4
principal,72210,ICD-9,Diseases of the musculoskeletal system and connective tissue,Displacement of lumbar intervertebral disc without myelopathy,4
principal,71596,ICD-9,Diseases of the musculoskeletal system and connective tissue,"Osteoarthrosis, unspecified whether generalized or localized, lower leg",3
principal,72402,ICD-9,Diseases of the musculoskeletal system and connective tissue,"Spinal stenosis, lumbar region, without neurogenic claudication",3
principal,72271,ICD-9,Diseases of the musculoskeletal system and connective tissue,"Intervertebral disc disorder with myelopathy, cervical region",2
principal,73382,ICD-9,Diseases of the musculoskeletal system and connective tissue,Nonunion of fracture,2
principal,71616,ICD-9,Diseases of the musculoskeletal system and connective tissue,"Traumatic arthropathy, lower leg",1
principal,71842,ICD-9,Diseases of the musculoskeletal system and connective tissue,"Contracture of joint, upper arm",1
principal,71852,ICD-9,Diseases of the musculoskeletal system and connective tissue,"Ankylosis of joint, upper arm",1
principal,71909,ICD-9,Diseases of the musculoskeletal system and connective tissue,"Effusion of joint, multiple sites",1
principal,7201,ICD-9,Diseases of the musculoskeletal system and connective tissue,Spinal enthesopathy,1
principal,7210,ICD-9,Diseases of the musculoskeletal system and connective tissue,Cervical spondylosis without myelopathy,1
principal,7213,ICD-9,Diseases of the musculoskeletal system and connective tissue,Lumbosacral spondylosis without myelopathy,1
principal,72141,ICD-9,Diseases of the musculoskeletal system and connective tissue,"Spondylosis with myelopathy, thoracic region",1
principal,7220,ICD-9,Diseases of the musculoskeletal system and connective tissue,Displacement of cervical intervertebral disc without myelopathy,1
principal,72211,ICD-9,Diseases of the musculoskeletal system and connective tissue,Displacement of thoracic intervertebral disc without myelopathy,1
principal,7224,ICD-9,Diseases of the musculoskeletal system and connective tissue,Degeneration of cervical intervertebral disc,1
principal,72252,ICD-9,Diseases of the musculoskeletal system and connective tissue,Degeneration of lumbar or lumbosacral intervertebral disc,1
principal,7231,ICD-9,Diseases of the musculoskeletal system and connective tissue,Cervicalgia,1
principal,7245,ICD-9,Diseases of the musculoskeletal system and connective tissue,"Backache, unspecified",1
principal,7260,ICD-9,Diseases of the musculoskeletal system and connective tissue,Adhesive capsulitis of shoulder,1
principal,72619,ICD-9,Diseases of the musculoskeletal system and connective tissue,Other specified disorders of bursae and tendons in shoulder region,1
principal,72741,ICD-9,Diseases of the musculoskeletal system and connective tissue,Ganglion of joint,1
principal,72999,ICD-9,Diseases of the musculoskeletal system and connective tissue,Other disorders of soft tissue,1
